<<<<<<< HEAD
Student,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8
S1442,3,1,4,2,2,4,2,2
S1443,1,3,2,1,2,2,1,2
S1444,2,1,2,1,1,2,1,2
S1445,2,3,2,2,1,2,3,2
S1446,1,1,3,1,1,2,1,1
S1447,2,1,2,1,1,1,1,1
S1448,3,3,1,1,5,3,2,3
S1449,3,1,1,1,3,3,1,1
S1450,1,1,2,2,2,1,1,2
S1451,3,1,1,1,1,1,2,1
S1452,1,3,3,1,1,2,4,1
S1453,2,1,1,1,2,1,1,1
S1454,1,1,3,1,2,2,3,3
S1455,4,3,3,2,3,3,1,3
S1456,4,4,3,5,1,3,5,2
S1457,2,2,1,1,1,1,1,2
S1458,1,2,2,3,3,1,4,1
S1459,2,1,1,1,2,2,1,1
S1460,1,2,1,3,4,2,2,3
S1461,3,2,1,1,2,2,2,2
S1462,1,1,2,1,2,1,1,2
S1463,1,2,3,1,1,3,1,1
S1464,5,3,5,3,2,1,5,5
S1465,1,1,2,1,1,1,1,1
S1466,3,2,3,3,3,4,3,2
S1467,1,2,1,2,2,1,2,2
S1468,2,1,1,2,2,2,2,2
S1469,1,1,1,2,1,1,1,1
S1470,1,3,1,2,4,2,1,1
S1471,1,1,3,1,1,3,1,1
S1472,1,1,1,1,1,1,1,1
S1473,2,2,1,4,3,1,2,3
S1474,3,2,3,1,3,2,1,3
S1475,5,4,5,2,2,2,4,5
S1476,3,1,5,1,4,1,2,3
S1477,3,2,2,2,1,1,1,1
S1478,2,3,3,3,2,3,3,3
S1479,1,2,1,1,1,2,1,1
S1480,1,2,3,1,1,1,1,2
S1481,1,1,1,1,1,1,2,1
S1482,1,2,2,2,2,2,4,2
S1483,2,4,1,1,3,1,1,1
S1484,1,1,1,4,1,1,2,1
S1485,4,3,5,4,2,5,2,3
S1486,3,4,2,1,4,3,1,3
S1487,3,1,4,2,2,1,1,1
S1488,1,1,1,2,2,3,2,3
S1489,2,2,2,1,1,2,1,1
S1490,2,2,3,3,2,1,2,4
S1491,1,4,1,2,1,1,3,3
S1492,1,2,2,1,3,3,3,1
S1493,3,2,1,2,1,2,2,1
S1494,1,1,2,1,2,1,4,1
S1495,3,4,2,1,1,5,2,1
S1496,4,2,2,4,3,4,3,2
S1497,1,1,1,2,5,3,1,3
S1498,2,2,1,3,1,3,1,3
S1499,1,2,3,2,1,2,1,2
S1500,2,1,1,5,1,2,1,2
S1501,2,3,3,1,3,2,1,2
S1502,2,4,4,2,1,2,1,1
S1503,2,1,2,2,4,3,2,2
S1504,5,2,2,2,2,2,1,1
S1505,3,2,3,2,1,2,5,2
S1506,3,2,3,5,2,1,1,3
S1507,2,1,3,2,2,3,2,4
S1508,2,2,1,1,1,1,2,1
S1509,1,3,2,1,1,2,1,2
S1510,1,1,3,2,2,2,2,2
S1511,1,1,1,2,3,1,2,1
S1512,2,1,1,2,1,2,2,2
S1513,4,3,2,1,2,3,2,1
S1514,2,3,4,3,2,3,1,1
S1515,2,2,3,1,2,2,1,1
S1516,2,3,3,1,2,3,5,3
S1517,1,1,1,1,1,1,2,3
S1518,2,2,1,1,2,4,3,3
S1519,1,1,1,1,1,1,2,1
S1520,1,2,2,3,2,1,1,2
S1521,3,3,3,2,2,4,2,3
S1522,1,3,1,2,1,1,3,4
S1523,2,2,1,2,2,1,2,1
S1524,4,4,3,1,4,3,4,4
S1525,1,4,2,1,1,2,1,2
S1526,3,1,2,2,2,1,2,4
S1527,3,4,4,3,5,1,3,2
S1528,3,2,1,1,2,3,1,2
S1529,1,3,3,2,3,4,2,4
S1530,1,2,3,2,1,1,1,1
S1531,4,1,2,2,1,1,1,1
S1532,5,4,3,4,5,5,5,3
S1533,3,3,2,2,2,1,1,1
S1534,1,1,1,1,2,1,1,2
S1535,1,2,3,2,2,1,1,1
S1536,3,3,4,1,4,3,1,3
S1537,1,2,2,1,1,2,1,1
S1538,1,2,1,2,1,1,1,1
S1539,2,2,1,4,1,2,1,1
S1540,1,2,2,1,1,1,4,1
S1541,1,1,2,2,2,1,2,2
S1542,2,3,4,2,2,2,1,2
S1543,1,1,1,2,3,2,3,1
S1544,1,3,4,2,3,3,1,3
S1545,1,3,3,1,1,4,1,1
S1546,1,1,1,1,1,1,1,1
S1547,1,2,1,3,1,1,3,4
S1548,3,3,1,2,1,2,1,3
S1549,2,3,1,1,2,2,1,1
S1550,3,2,1,2,4,3,3,2
S1551,1,3,4,1,1,3,1,1
S1552,4,2,1,2,5,4,4,4
S1553,5,2,4,1,2,2,1,2
S1554,3,1,1,3,1,1,4,2
S1555,1,1,1,1,1,2,4,1
S1556,2,3,3,1,2,1,4,3
S1557,3,3,1,4,1,1,3,1
S1558,1,3,3,3,5,2,2,3
S1559,1,1,2,3,3,1,3,1
S1560,3,2,1,2,3,1,4,1
S1561,2,2,4,4,2,2,1,1
S1562,2,2,1,1,1,2,1,1
S1563,1,2,1,2,1,1,2,1
S1564,4,2,4,2,2,5,2,4
S1565,1,3,2,3,2,3,3,3
S1566,3,1,2,1,1,1,1,1
S1567,1,1,1,1,1,1,1,1
S1568,1,1,1,3,2,1,4,1
S1569,1,2,2,1,1,1,1,1
S1570,1,2,2,1,2,2,2,1
S1571,2,1,1,1,1,2,3,1
S1572,1,1,2,1,1,1,2,1
S1573,2,1,4,2,1,5,1,5
S1574,2,3,5,5,5,4,4,3
S1575,1,1,3,2,2,1,4,1
S1576,2,1,2,1,3,3,2,3
S1577,1,1,3,1,3,4,2,3
S1578,1,4,2,3,1,1,4,1
S1579,2,2,3,1,2,2,4,4
S1580,2,3,2,1,2,2,1,1
S1581,2,4,1,1,1,2,3,1
S1582,4,1,3,1,2,2,3,3
S1583,1,2,1,1,1,1,1,1
S1584,1,1,2,1,1,3,1,3
S1585,1,1,1,1,1,1,4,1
S1586,2,2,2,5,4,1,1,1
S1587,1,1,1,2,1,1,1,2
S1588,1,2,4,4,4,2,1,3
S1589,3,3,5,5,3,4,5,4
S1590,2,2,1,2,1,1,3,1
S1591,3,1,2,3,1,2,3,2
S1592,1,1,2,1,2,2,1,1
S1593,2,3,3,2,1,2,1,1
S1594,2,1,1,1,1,1,1,1
S1595,1,1,1,4,1,1,3,1
S1596,1,4,1,1,2,2,3,2
S1597,1,1,3,1,2,1,1,1
S1598,2,4,3,3,3,1,1,1
S1599,1,3,1,2,1,2,2,1
S1600,3,1,1,1,1,1,1,1
S1601,1,1,1,1,1,1,1,1
S1602,3,1,2,1,1,1,1,1
S1603,1,3,2,1,2,1,2,1
S1604,1,1,1,1,1,2,1,1
S1605,1,1,1,2,1,1,3,1
S1606,1,2,1,2,4,2,2,5
S1607,1,2,1,3,2,1,1,1
S1608,1,1,1,2,2,2,1,1
S1609,1,1,2,3,1,3,1,2
S1610,2,2,3,1,1,1,1,1
S1611,1,2,1,1,1,1,1,1
S1612,1,1,1,4,1,1,1,1
S1613,2,3,3,2,1,4,1,2
S1614,2,1,1,3,1,2,2,2
S1615,3,2,2,3,3,1,1,3
S1616,3,1,1,1,1,3,1,1
S1617,2,4,2,2,3,1,3,3
S1618,1,1,1,1,1,1,1,1
S1619,1,1,2,3,2,1,2,1
S1620,3,2,3,1,2,2,3,3
S1621,3,2,2,2,1,1,2,2
S1622,2,2,1,2,2,2,3,2
S1623,1,2,1,1,1,1,1,1
S1624,4,3,4,4,5,4,2,4
S1625,2,3,3,2,2,3,1,2
S1626,2,2,1,1,1,2,2,1
S1627,1,1,1,3,3,4,5,5
S1628,1,5,2,3,3,1,5,4
S1629,1,1,1,1,1,1,1,1
S1630,1,1,3,1,1,1,1,1
S1631,1,3,2,1,1,2,2,2
S1632,5,5,3,3,5,4,1,4
S1633,1,1,2,1,1,2,1,2
S1634,1,3,2,1,1,3,3,3
S1635,2,4,3,2,5,3,4,4
S1636,3,3,1,3,2,3,1,2
S1637,1,2,3,1,3,2,2,2
S1638,2,1,1,1,2,2,1,1
S1639,3,3,3,1,3,5,2,3
S1640,2,1,1,3,1,1,2,1
S1641,2,1,1,1,2,1,1,1
S1642,2,1,1,3,2,1,1,1
S1643,1,1,1,1,1,1,1,1
S1644,3,3,3,4,2,1,1,3
S1645,1,1,2,2,2,2,1,1
S1646,2,1,4,2,3,4,1,1
S1647,1,1,2,1,1,1,1,1
S1648,2,2,1,1,1,1,1,1
S1649,2,5,2,4,1,1,2,3
S1650,1,3,3,1,1,2,1,1
S1651,4,3,1,2,1,1,2,1
S1652,1,4,3,3,3,2,3,3
S1653,2,2,3,4,2,3,1,3
S1654,1,1,1,1,1,2,2,1
S1655,3,3,3,3,1,2,1,3
S1656,1,2,2,2,1,1,1,1
S1657,2,1,2,1,1,1,1,2
S1658,2,3,3,1,1,3,4,3
S1659,3,1,1,1,3,3,1,4
S1660,1,2,1,4,2,1,2,1
S1661,2,1,1,1,1,2,1,1
S1662,1,2,4,1,1,2,1,1
S1663,2,4,4,2,5,5,3,1
S1664,3,4,1,4,2,1,2,3
S1665,2,1,2,5,3,2,5,2
S1666,3,2,4,3,1,1,1,3
S1667,4,3,2,3,3,4,2,1
S1668,2,2,2,1,4,3,1,2
S1669,1,2,2,4,4,3,2,3
S1670,3,1,1,1,1,3,3,1
S1671,1,2,1,2,2,2,2,3
S1672,1,1,2,1,1,1,1,3
S1673,1,1,1,2,2,2,3,1
S1674,1,3,2,1,3,2,1,2
S1675,1,1,1,1,1,2,2,1
S1676,2,2,1,4,2,3,3,2
S1677,1,1,1,5,2,1,1,2
S1678,2,3,3,3,3,1,2,4
S1679,2,2,2,3,3,2,1,3
S1680,2,1,1,1,2,2,3,3
S1681,3,2,1,2,4,3,2,2
S1682,4,3,3,1,4,4,3,2
S1683,2,1,2,1,2,1,2,2
S1684,1,1,1,2,2,1,3,1
S1685,1,1,1,1,2,1,1,3
S1686,1,1,1,1,1,1,1,1
S1687,2,1,2,1,3,1,1,1
S1688,1,1,1,1,1,1,1,1
S1689,2,2,3,3,4,4,5,2
S1690,3,3,2,5,3,1,3,1
S1691,2,4,3,3,2,3,5,1
S1692,2,1,2,1,2,1,1,1
S1693,2,2,2,1,1,1,1,1
S1694,2,1,2,3,2,2,1,2
S1695,1,2,2,3,2,2,4,3
S1696,5,5,3,1,4,2,2,1
S1697,1,2,2,1,1,1,1,1
S1698,2,2,1,1,1,2,2,2
S1699,1,1,1,1,1,1,1,1
S1700,2,4,2,1,2,1,1,3
S1701,2,1,1,3,1,1,2,2
S1702,3,1,2,1,1,2,1,2
S1703,2,1,1,1,1,3,1,2
S1704,3,2,3,2,2,2,1,2
S1705,1,3,2,4,2,2,1,3
S1706,4,3,5,1,2,4,1,3
S1707,2,1,2,1,2,1,1,3
S1708,3,3,3,3,3,2,3,3
S1709,3,2,4,2,4,4,1,1
S1710,2,3,3,4,3,3,4,3
S1711,1,1,1,1,1,2,1,1
S1712,1,2,2,2,1,1,2,3
S1713,1,1,3,5,2,1,1,1
S1714,1,1,1,1,2,2,1,1
S1715,1,1,1,1,1,1,1,1
S1716,2,1,2,1,2,2,2,2
S1717,1,1,1,1,2,1,1,1
S1718,1,2,1,1,1,1,1,2
S1719,4,1,1,1,1,2,2,1
S1720,3,3,2,3,2,1,4,1
S1721,1,3,3,2,1,2,1,1
S1722,5,3,3,2,2,3,2,3
S1723,5,1,3,1,2,2,3,3
S1724,2,1,2,1,2,2,2,3
S1725,3,3,4,4,3,4,5,4
S1726,1,2,2,1,1,1,2,1
S1727,1,1,2,3,1,1,3,1
S1728,1,1,1,4,2,1,1,1
S1729,2,1,3,1,1,1,1,1
S1730,3,4,2,4,2,1,2,2
S1731,1,1,3,4,3,4,2,1
S1732,1,2,1,1,2,2,3,2
S1733,4,5,4,2,4,4,3,2
S1734,3,1,3,3,3,3,1,1
S1735,4,3,2,4,3,2,3,3
S1736,2,2,3,2,2,3,3,2
S1737,2,2,2,5,3,2,4,3
S1738,2,1,2,1,1,1,2,2
S1739,2,3,4,2,2,4,3,2
S1740,1,3,3,1,2,3,2,3
S1741,1,2,2,1,1,2,1,1
S1742,2,1,1,1,2,1,1,1
S1743,5,2,2,2,1,1,2,1
S1744,1,2,1,3,1,4,3,2
S1745,3,2,3,2,2,1,2,2
S1746,3,1,2,1,4,2,1,2
S1747,2,4,1,3,2,1,3,2
S1748,1,1,2,1,1,1,1,2
S1749,1,1,1,1,1,1,1,1
S1750,1,1,2,1,2,2,2,1
S1751,2,1,2,1,1,1,1,1
S1752,5,3,4,1,2,5,3,3
S1753,1,3,3,2,2,2,2,1
S1754,1,1,2,2,1,2,1,2
S1755,2,1,1,5,1,3,2,2
S1756,1,3,2,1,1,1,1,2
S1757,3,1,1,1,1,1,1,1
S1758,5,3,4,1,3,3,3,4
S1759,3,2,3,2,4,2,5,3
S1760,3,3,4,3,2,3,2,1
S1761,4,1,2,5,3,1,4,2
S1762,3,3,2,1,1,2,1,2
S1763,4,4,2,3,3,4,2,2
S1764,3,3,2,2,2,3,4,1
S1765,1,1,1,1,2,2,4,1
S1766,1,3,3,1,2,3,5,3
S1767,1,2,3,1,2,4,1,1
S1768,2,2,2,4,1,1,2,3
S1769,1,1,1,1,2,1,1,1
S1770,1,1,1,2,2,2,2,1
S1771,1,1,2,1,1,1,1,1
S1772,1,1,2,3,2,2,1,2
S1773,1,1,1,2,1,3,1,1
S1774,2,1,3,2,1,2,1,1
S1775,2,2,2,2,2,2,2,2
S1776,3,1,1,3,2,3,1,1
S1777,1,1,1,1,1,1,1,1
S1778,3,2,5,4,2,2,2,3
S1779,1,5,1,1,1,2,1,1
S1780,5,2,3,2,2,2,2,5
S1781,2,1,3,1,1,3,1,3
S1782,2,3,4,2,2,1,3,3
S1783,3,1,3,2,2,3,4,3
S1784,2,2,2,2,3,2,3,1
S1785,1,1,1,3,3,1,3,2
S1786,1,1,1,1,1,1,1,1
S1787,3,2,3,1,3,2,2,4
S1788,1,1,1,1,1,1,1,2
S1789,1,1,2,1,1,3,1,1
S1790,1,1,1,1,3,1,2,1
S1791,1,2,1,3,3,2,2,1
S1792,1,1,2,1,3,1,1,2
S1793,4,1,2,3,1,3,2,3
S1794,1,2,2,2,1,2,3,2
S1795,1,3,2,2,2,2,2,1
S1796,1,2,1,1,2,1,3,2
S1797,3,2,1,1,2,1,1,1
S1798,3,2,1,3,2,2,1,1
S1799,2,2,1,1,1,1,1,1
S1800,1,4,3,1,2,3,2,4
S1801,1,3,1,1,1,2,1,1
S1802,2,2,4,2,1,5,2,2
S1803,2,5,5,3,2,2,1,4
S1804,1,1,4,1,3,4,1,1
S1805,5,3,2,3,2,3,3,2
S1806,3,2,1,4,3,3,4,1
S1807,3,3,5,2,4,5,4,3
S1808,3,2,4,4,2,1,1,1
S1809,5,5,4,2,3,3,2,5
S1810,1,3,1,1,1,2,1,2
S1811,3,3,2,1,1,1,1,2
S1812,4,1,1,1,2,1,3,2
S1813,1,1,1,3,1,1,1,1
S1814,2,4,4,2,4,3,5,4
S1815,2,3,2,1,1,1,3,1
S1816,2,3,3,1,2,4,2,4
S1817,4,3,2,3,1,1,3,2
S1818,2,3,3,3,1,3,3,1
S1819,3,4,3,1,3,2,4,2
S1820,1,3,4,1,3,5,2,2
S1821,1,1,1,1,1,1,2,3
S1822,2,5,2,1,3,2,2,3
S1823,1,1,2,3,2,3,1,2
S1824,2,3,1,2,1,2,3,2
S1825,2,1,1,3,1,2,1,2
S1826,1,2,1,4,2,1,1,1
S1827,2,3,1,1,2,3,3,1
S1828,2,1,1,1,2,3,1,1
S1829,1,3,2,1,4,4,2,4
S1830,1,1,2,3,2,3,2,1
S1831,1,1,5,4,3,5,3,4
S1832,1,1,1,2,1,2,2,1
S1833,1,1,2,1,2,2,2,1
S1834,1,1,2,3,2,4,3,1
S1835,4,1,2,1,1,1,2,3
S1836,1,2,1,1,1,3,2,1
S1837,1,2,1,1,1,1,1,1
S1838,3,3,4,4,4,4,3,1
S1839,1,1,1,1,1,1,1,1
S1840,1,1,3,1,3,3,1,1
S1841,2,2,1,1,3,3,3,2
S1842,2,2,1,3,1,1,2,1
S1843,4,4,2,2,2,2,4,4
S1844,3,2,1,2,2,1,2,1
S1845,1,3,2,4,2,2,2,3
S1846,1,2,3,2,1,5,2,1
S1847,1,2,1,2,2,1,2,3
S1848,1,3,1,1,1,2,1,1
S1849,4,3,3,5,3,4,2,1
S1850,2,1,1,1,1,2,2,1
S1851,2,2,2,1,3,2,2,2
S1852,4,2,3,4,3,1,3,4
S1853,1,1,1,1,1,1,2,2
S1854,1,1,2,2,1,3,1,1
S1855,3,2,3,2,2,2,2,2
S1856,2,2,4,4,1,3,3,3
S1857,1,1,2,1,1,1,4,1
S1858,2,1,1,1,1,2,1,1
S1859,1,1,1,1,2,4,1,1
S1860,3,1,1,4,2,1,2,2
S1861,1,1,3,3,4,1,2,2
S1862,2,1,1,1,1,1,1,2
S1863,3,3,3,1,2,3,1,3
S1864,2,1,1,1,1,1,2,3
S1865,2,2,2,1,4,3,1,3
S1866,2,4,4,3,4,4,3,3
S1867,1,3,2,3,2,1,3,1
S1868,3,2,2,2,4,2,3,2
S1869,1,3,2,1,3,1,2,4
S1870,2,3,3,4,4,2,5,1
S1871,1,1,1,3,1,1,3,1
S1872,2,2,1,1,1,1,1,2
S1873,1,2,1,1,1,1,1,1
S1874,3,4,1,5,4,4,3,2
S1875,4,2,1,1,1,1,2,1
S1876,2,1,2,2,1,3,1,2
S1877,1,2,2,1,1,2,3,1
S1878,3,2,2,2,1,1,4,1
S1879,4,5,2,3,3,3,3,4
S1880,3,3,3,2,1,1,2,1
S1881,2,3,3,2,1,2,2,4
S1882,3,2,1,1,1,2,2,3
S1883,3,1,4,2,2,2,1,3
S1884,2,1,1,2,3,1,4,4
S1885,4,1,1,1,1,1,1,1
S1886,1,3,1,1,1,3,1,1
S1887,1,3,2,2,3,4,3,2
S1888,3,1,4,1,3,2,1,1
S1889,2,2,3,1,3,3,2,4
S1890,1,1,1,3,2,3,1,1
S1891,1,1,1,1,3,1,4,2
S1892,3,1,1,1,3,1,2,1
S1893,3,5,3,3,3,4,4,4
S1894,2,1,4,1,2,2,4,1
S1895,1,1,1,1,1,1,1,1
S1896,4,1,1,1,3,3,2,2
S1897,1,2,1,1,3,3,1,2
S1898,1,1,2,2,2,1,1,1
S1899,2,3,4,4,2,1,3,1
S1900,1,1,2,3,1,2,1,1
S1901,1,4,2,2,2,2,3,1
S1902,1,1,1,1,3,1,1,1
S1903,1,2,2,3,1,3,2,2
S1904,3,1,2,2,1,2,2,1
S1905,1,1,1,2,1,3,1,1
S1906,3,4,2,1,3,4,5,3
S1907,1,2,2,2,1,3,3,3
S1908,2,2,1,1,3,1,2,1
S1909,2,5,2,1,3,3,2,2
S1910,1,1,3,1,3,3,2,2
S1911,1,1,1,1,2,1,1,1
S1912,1,1,4,2,3,3,2,2
S1913,1,2,2,2,1,1,1,1
S1914,1,1,1,1,2,3,3,2
S1915,1,1,1,4,2,2,1,1
S1916,4,3,2,1,2,3,3,1
S1917,3,3,4,3,3,4,4,5
S1918,1,1,1,1,3,2,1,2
S1919,2,1,1,2,2,3,1,1
S1920,1,4,1,3,3,3,2,3
S1921,1,3,1,1,1,1,1,1
S1922,1,3,2,2,1,1,1,2
S1923,1,2,1,2,1,1,2,1
S1924,1,1,1,1,3,2,1,1
S1925,2,1,1,5,2,1,3,1
S1926,2,2,4,3,4,4,3,3
S1927,3,1,1,1,2,1,2,2
S1928,1,1,1,2,2,2,1,2
S1929,1,1,3,2,1,3,1,2
S1930,1,1,1,2,1,2,1,1
S1931,1,2,2,1,2,1,1,3
S1932,1,1,3,1,1,3,1,1
S1933,2,3,2,1,1,1,1,1
S1934,1,3,1,2,1,1,1,1
S1935,1,1,1,2,1,3,4,1
S1936,1,2,1,1,3,2,1,1
S1937,1,1,4,2,2,3,1,3
S1938,1,1,2,1,1,4,1,2
S1939,1,1,1,1,3,2,1,1
S1940,2,1,2,3,1,2,1,2
S1941,1,2,1,1,1,2,3,3
S1942,1,2,1,1,1,1,1,1
S1943,1,2,1,1,2,2,1,1
S1944,2,1,3,3,1,1,1,3
S1945,1,4,1,1,2,3,2,3
S1946,2,3,4,2,2,3,3,2
S1947,3,2,2,1,1,3,5,3
S1948,2,1,2,1,2,2,1,1
S1949,3,2,2,2,1,2,1,3
S1950,2,1,1,1,1,1,1,1
S1951,3,2,4,3,4,1,5,2
S1952,3,1,2,5,2,2,3,3
S1953,1,1,4,3,3,2,3,1
S1954,2,1,2,1,1,3,1,3
S1955,2,2,2,1,3,2,1,3
S1956,2,2,2,1,4,3,1,3
S1957,1,1,1,1,1,1,1,2
S1958,2,2,3,1,2,1,1,3
S1959,2,3,3,1,3,5,2,3
S1960,2,3,2,4,5,3,3,3
S1961,1,1,1,1,2,1,1,2
S1962,4,4,2,2,4,4,1,3
S1963,4,1,1,3,1,1,2,3
S1964,1,3,1,2,1,3,1,1
S1965,3,2,2,2,2,3,4,2
S1966,1,2,1,1,2,3,1,2
S1967,5,4,4,4,3,3,3,3
S1968,1,2,1,1,2,1,3,1
S1969,1,3,3,1,2,4,1,2
S1970,4,3,3,1,1,2,4,1
S1971,1,1,1,1,3,1,2,2
S1972,2,1,1,5,3,2,3,2
S1973,2,3,1,1,2,1,2,1
S1974,1,2,2,2,1,1,4,3
S1975,3,3,2,5,2,1,4,2
S1976,2,4,2,1,1,2,1,3
S1977,1,2,1,1,1,3,1,3
S1978,2,1,1,4,2,2,3,2
S1979,1,1,2,1,2,1,2,4
S1980,2,1,3,1,4,1,3,1
S1981,3,1,3,5,3,3,2,3
S1982,1,1,1,2,1,2,3,2
S1983,1,1,1,3,2,1,1,1
S1984,1,2,1,1,1,1,1,1
S1985,2,3,1,1,1,1,4,2
S1986,3,3,3,3,4,2,1,1
S1987,1,3,1,1,1,3,1,2
S1988,1,2,1,1,1,1,1,2
S1989,1,1,1,1,2,1,1,2
S1990,1,1,1,1,1,1,1,1
S1991,2,2,1,1,1,1,1,4
S1992,1,1,2,1,1,1,2,1
S1993,3,1,2,1,2,2,4,3
S1994,2,3,2,4,4,3,5,3
S1995,2,2,2,3,2,1,4,3
S1996,2,4,3,2,1,2,2,2
S1997,1,2,4,1,4,3,3,2
S1998,2,4,2,4,2,4,3,4
S1999,1,3,2,3,1,3,2,1
S2000,1,1,4,1,2,1,1,3
=======
﻿Student,1,2,3,4,5
S1,4,3,2,5,1
S2,3,2,1,5,4
S3,4,3,1,5,2
S4,5,2,1,3,4
S5,3,2,4,1,5
S6,1,1,2,1,5
S7,5,4,5,2,3
S8,4,4,2,3,5
S9,3,2,2,1,1
S10,1,3,5,5,2
S11,3,5,1,2,5
S12,1,1,3,5,2
S13,5,3,1,2,3
S14,5,1,3,4,5
S15,5,4,1,4,5
S16,2,2,4,1,3
S17,1,4,3,3,2
S18,4,1,2,3,5
S19,5,4,2,1,4
S20,3,1,3,1,3
S21,4,5,3,4,3
S22,1,1,4,5,4
S23,5,5,3,5,5
S24,5,5,4,3,2
S25,4,3,3,1,1
S26,5,1,5,2,5
S27,5,3,4,3,1
S28,1,3,1,1,2
S29,4,4,1,1,3
S30,2,4,3,3,5
S31,2,1,1,4,1
S32,2,3,1,2,1
S33,3,1,5,4,3
S34,2,3,5,4,2
S35,5,2,4,5,3
S36,4,5,3,2,4
S37,2,1,3,2,1
S38,4,5,2,5,2
S39,3,4,5,2,3
S40,1,1,3,4,2
S41,4,1,1,1,3
S42,2,4,2,4,2
S43,1,5,4,5,2
S44,1,1,3,5,1
S45,1,5,3,1,3
S46,4,3,1,4,4
S47,2,2,5,3,1
S48,3,5,2,1,5
S49,1,2,4,2,5
S50,4,2,1,3,2
S51,3,2,5,1,5
S52,3,5,2,1,5
S53,2,1,2,4,3
S54,4,3,4,3,5
S55,3,2,1,2,2
S56,4,1,5,5,5
S57,2,2,2,3,5
S58,3,4,1,1,3
S59,2,5,2,4,3
S60,2,3,5,4,3
S61,1,3,2,3,1
S62,4,1,5,1,3
S63,1,1,4,4,3
S64,5,3,1,2,3
S65,4,2,2,2,2
S66,3,1,4,2,1
S67,1,5,2,3,4
S68,5,1,5,5,3
S69,4,5,5,4,4
S70,4,2,4,4,2
S71,4,2,3,1,2
S72,5,5,5,4,2
S73,1,1,3,1,3
S74,5,1,3,5,4
S75,3,1,3,5,3
S76,2,5,5,1,4
S77,2,4,2,2,1
S78,3,5,5,3,3
S79,3,4,5,2,1
S80,5,2,3,2,2
S81,1,3,4,4,2
S82,3,3,5,3,5
S83,5,3,5,3,1
S84,4,5,5,5,4
S85,4,3,5,5,2
S86,2,3,1,1,2
S87,1,1,3,2,1
S88,4,2,4,3,1
S89,2,5,1,3,2
S90,3,4,2,1,3
S91,3,3,3,4,3
S92,2,2,5,1,2
S93,4,3,4,4,4
S94,2,3,5,1,1
S95,2,1,3,4,4
S96,1,2,1,1,5
S97,3,2,5,2,4
S98,5,4,3,1,1
S99,1,3,4,4,3
S100,3,1,5,4,5
S101,2,5,1,5,2
S102,5,1,4,5,4
S103,5,2,5,3,1
S104,1,2,3,2,2
S105,2,4,3,1,1
S106,1,1,5,3,1
S107,2,3,3,2,2
S108,1,1,3,5,3
S109,3,2,5,2,3
S110,3,2,4,5,5
S111,2,3,4,1,4
S112,5,3,5,5,4
S113,1,5,3,2,4
S114,5,5,1,3,1
S115,2,2,4,5,2
S116,2,4,4,2,5
S117,2,5,3,1,4
S118,3,4,5,1,5
S119,2,4,3,5,5
S120,2,2,1,1,5
S121,1,2,2,1,5
S122,2,2,1,5,5
S123,2,3,1,1,2
S124,5,4,2,2,4
S125,5,3,3,1,3
S126,3,4,4,1,1
S127,5,5,3,2,2
S128,2,4,1,5,4
S129,4,1,3,5,5
S130,1,1,4,4,4
S131,3,5,4,5,1
S132,5,3,4,3,2
S133,2,3,5,1,1
S134,1,3,5,3,4
S135,1,5,3,4,4
S136,5,2,1,5,2
S137,3,3,1,2,3
S138,3,3,4,1,3
S139,5,2,4,3,2
S140,5,5,2,1,3
S141,5,2,1,5,2
S142,2,2,4,4,2
S143,4,3,2,1,4
S144,4,5,1,1,3
S145,3,1,4,3,2
S146,1,3,5,3,3
S147,4,4,2,1,1
S148,5,4,1,4,1
S149,1,2,1,4,3
S150,3,2,2,4,4
S151,2,4,5,2,2
S152,4,4,1,2,5
S153,5,1,2,1,1
S154,1,4,1,5,2
S155,1,1,1,2,5
S156,2,5,3,3,3
S157,5,2,5,5,3
S158,5,2,3,3,2
S159,2,5,3,5,2
S160,1,3,1,2,4
S161,1,3,1,1,1
S162,5,1,1,5,5
S163,5,5,4,3,2
S164,3,5,5,4,5
S165,3,1,2,4,3
S166,1,2,2,5,4
S167,3,3,5,5,4
S168,3,5,4,1,3
S169,5,1,1,2,2
S170,2,3,4,4,4
S171,1,4,1,1,5
S172,3,1,5,1,4
S173,3,5,1,4,4
S174,4,4,3,3,3
S175,4,3,5,4,4
S176,5,2,3,1,4
S177,1,3,1,4,1
S178,5,1,1,1,5
S179,4,5,4,2,5
S180,2,5,4,2,3
S181,2,5,2,5,2
S182,3,3,4,5,1
S183,3,5,2,5,1
S184,5,5,1,5,4
S185,3,2,4,2,3
S186,3,4,3,4,5
S187,1,2,2,3,1
S188,2,2,4,2,4
S189,2,5,2,4,3
S190,3,4,1,3,2
S191,5,5,5,2,5
S192,2,2,3,4,3
S193,5,4,2,4,5
S194,1,5,1,1,4
S195,3,1,3,5,2
S196,3,4,1,1,1
S197,4,3,4,2,3
S198,1,4,4,3,4
S199,1,3,3,1,3
S200,3,4,1,1,1
S201,1,1,4,4,1
S202,5,1,4,5,1
S203,5,2,4,1,5
S204,1,2,2,4,1
S205,1,1,3,5,3
S206,4,3,1,4,4
S207,2,5,1,5,1
S208,4,5,2,2,1
S209,1,4,5,5,1
S210,2,3,1,4,5
S211,5,2,1,3,4
